40
17	10
29	40
40	37
21	40
38	32
40	3
7	31
32	38
5	8
23	40
5	7
25	-38
36	40
12	33
31	-7
40	24
18	22
22	40
2	30
35	37
15	21
26	38
27	40
4	39
17	-25
35	32
39	20
7	24
39	35
18	34
38	3
34	37
13	-35
33	4
39	24
32	19
38	2
12	36
1	-38
31	27
40	16
30	40
6	39
18	35
9	28
23	-20
18	1
7	40
14	36
29	22
22	31
33	39
31	21
31	-33
4	33
30	24
22	15
30	2
19	30
40	17
27	38
40	34
33	35
24	30
37	39
4	34
14	26
37	30
32	35
38	40
36	30
37	33
19	36
35	8
16	13
31	-40
27	14
38	25
23	9
30	39
31	-39
28	36
20	18
31	22
9	23
38	15
37	20
31	38
39	34
28	35
25	28
14	38
10	38
19	-33
35	40
19	32
39	19
38	-1
37	34
38	10
33	36
40	15
40	25
5	35
40	36
27	36
30	26
39	3
10	34
37	32
12	34
36	28
8	35
32	27
28	9
40	8
22	36
27	39
40	21
19	39
2	20
40	38
33	37
15	38
37	18
22	29
32	39
37	36
40	31
33	19
7	5
33	26
3	40
40	23
34	40
23	2
10	17
32	37
26	40
26	37
33	31
9	35
15	24
18	20
27	26
34	10
34	23
30	36
16	39
38	14
32	13
36	22
36	1
22	18
20	6
23	37
11	29
26	30
16	28
13	16
38	36
28	37
40	27
33	12
29	36
24	39
26	27
35	28
23	32
40	35
35	16
38	29
21	28
38	31
39	4
36	19
1	36
39	38
34	19
39	31
32	6
10	39
15	40
29	11
28	21
36	37
39	40
8	5
36	26
1	40
37	3
13	37
22	25
39	37
39	16
38	21
19	34
40	29
13	32
34	4
25	40
35	9
35	25
11	24
34	12
39	6
8	40
30	37
25	17
40	26
37	40
1	18
26	36
34	33
29	33
8	30
36	17
21	31
3	38
28	39
5	40
27	32
36	14
38	27
26	33
35	39
18	37
39	33
34	21
15	22
38	37
24	37
35	18
36	29
37	23
6	20
25	34
40	11
38	17
24	40
37	38
33	29
25	35
14	32
29	35
20	23
36	27
23	34
37	35
17	36
28	25
21	34
39	27
20	39
39	12
25	22
40	39
39	30
35	29
11	40
29	38
34	18
31	36
29	6
11	9
9	11
37	24
30	8
34	39
2	38
37	26
34	25
6	29
35	13
39	32
20	37
40	7
17	38
39	10
40	22
24	15
39	28
21	38
2	23
20	2
35	33
4	40
40	5
24	7
40	4
14	27
17	40
33	34
36	33
36	38
6	32
40	1
27	31
16	40
26	14
40	30
38	26
36	12
35	5
28	16
21	15
24	11
36	31
12	39
37	13
3	37
30	19
38	39
16	35
32	14
32	23
37	28
3	39
